TAIUTC       28     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
070804    2454316.500000000000     -.163369    .22597   .32655
070805    2454317.500000000000     -.163950    .22531   .32368
070806    2454318.500000000000     -.164326    .22414   .32099
070807    2454319.500000000000     -.164357    .22284   .31856
070808    2454320.500000000000     -.164150    .22141   .31607
070809    2454321.500000000000     -.163749    .21966   .31347
070810    2454322.500000000000     -.163289    .21810   .31091
070811    2454323.500000000000     -.162919    .21725   .30828
070812    2454324.500000000000     -.162732    .21691   .30573
070813    2454325.500000000000     -.162765    .21668   .30335
070814    2454326.500000000000     -.162900    .21627   .30111
070815    2454327.500000000000     -.163131    .21544   .29913
070816    2454328.500000000000     -.163415    .21416   .29744
070817    2454329.500000000000     -.163647    .21271   .29551
070818    2454330.500000000000     -.163868    .21158   .29289
070819    2454331.500000000000     -.163989    .21083   .28996
070820    2454332.500000000000     -.163992    .21041   .28697
070821    2454333.500000000000     -.163854    .21023   .28431
070822    2454334.500000000000     -.163563    .20962   .28206
070823    2454335.500000000000     -.163129    .20836   .27972
070824    2454336.500000000000     -.162626    .20663   .27739
070825    2454337.500000000000     -.162190    .20476   .27501
070826    2454338.500000000000     -.161904    .20302   .27257
070827    2454339.500000000000     -.161918    .20179   .27039
070828    2454340.500000000000     -.162209    .20095   .26862
070829    2454341.500000000000     -.162867    .20010   .26704
070830    2454342.500000000000     -.163715    .19938   .26550
070831    2454343.500000000000     -.164685    .19869   .26382
070901    2454344.500000000000     -.165648    .19789   .26192
070902    2454345.500000000000     -.166397    .19672   .25985
070903    2454346.500000000000     -.166898    .19534   .25784
070904    2454347.500000000000     -.167105    .19405   .25591
070905    2454348.500000000000     -.167178    .19260   .25383
070906    2454349.500000000000     -.167257    .19063   .25185
070907    2454350.500000000000     -.167358    .18849   .24977
070908    2454351.500000000000     -.167663    .18688   .24771
070909    2454352.500000000000     -.168144    .18557   .24604
070910    2454353.500000000000     -.168883    .18434   .24443
070911    2454354.500000000000     -.169698    .18288   .24260
070912    2454355.500000000000     -.170603    .18107   .24054
070913    2454356.500000000000     -.171547    .17924   .23846
070914    2454357.500000000000     -.172456    .17736   .23637
070915    2454358.500000000000     -.173240    .17513   .23427
070916    2454359.500000000000     -.173873    .17237   .23225
070917    2454360.500000000000     -.174348    .16964   .23033
070918    2454361.500000000000     -.174717    .16725   .22855
070919    2454362.500000000000     -.174942    .16518   .22669
070920    2454363.500000000000     -.175194    .16314   .22483
070921    2454364.500000000000     -.175470    .16053   .22296
070922    2454365.500000000000     -.175962    .15764   .22110
070923    2454366.500000000000     -.176592    .15476   .21962
070924    2454367.500000000000     -.177564    .15176   .21802
070925    2454368.500000000000     -.178783    .14905   .21634
070926    2454369.500000000000     -.180448    .14657   .21486
070927    2454370.500000000000     -.182112    .14406   .21305
070928    2454371.500000000000     -.183741    .14152   .21120
070929    2454372.500000000000     -.185184    .13869   .20952
070930    2454373.500000000000     -.186286    .13612   .20782
071001    2454374.500000000000     -.187140    .13362   .20648
071002    2454375.500000000000     -.187705    .13060   .20526
071003    2454376.500000000000     -.188281    .12755   .20402
071004    2454377.500000000000     -.188837    .12456   .20289
071005    2454378.500000000000     -.189386    .12158   .20167
071006    2454379.500000000000     -.190073    .11862   .20056
071007    2454380.500000000000     -.190951    .11570   .19937
071008    2454381.500000000000     -.191937    .11282   .19827
071009    2454382.500000000000     -.192980    .10981   .19756
071010    2454383.500000000000     -.194052    .10663   .19681
071011    2454384.500000000000     -.195178    .10331   .19594
071012    2454385.500000000000     -.196171    .10023   .19505
071013    2454386.500000000000     -.197023    .09755   .19429
071014    2454387.500000000000     -.197700    .09488   .19359
071015    2454388.500000000000     -.198228    .09204   .19300
071016    2454389.500000000000     -.198641    .08894   .19257
071017    2454390.500000000000     -.199025    .08587   .19217
071018    2454391.500000000000     -.199516    .08299   .19187
071019    2454392.500000000000     -.200043    .07990   .19149
071020    2454393.500000000000     -.200749    .07664   .19104
071021    2454394.500000000000     -.201681    .07344   .19053
071022    2454395.500000000000     -.202833    .07076   .19015
071023    2454396.500000000000     -.204217    .06861   .19017
071024    2454397.500000000000     -.205841    .06643   .19043
071025    2454398.500000000000     -.207538    .06410   .19040
071026    2454399.500000000000     -.209065    .06157   .19014
071027    2454400.500000000000     -.210262    .05887   .19017
071028    2454401.500000000000     -.211047    .05621   .19028
071029    2454402.500000000000     -.211646    .05346   .19042
071030    2454403.500000000000     -.212159    .05067   .19072
071031    2454404.500000000000     -.212646    .04779   .19100
071101    2454405.500000000000     -.213221    .04482   .19106
071102    2454406.500000000000     -.213922    .04229   .19111
071103    2454407.500000000000     -.214740    .04033   .19149
071104    2454408.500000000000     -.215723    .03827   .19216
071105    2454409.500000000000     -.216755    .03593   .19258
071106    2454410.500000000000     -.217788    .03401   .19279
071107    2454411.500000000000     -.218854    .03231   .19309
071108    2454412.500000000000     -.219912    .03022   .19327
071109    2454413.500000000000     -.220843    .02782   .19344
071110    2454414.500000000000     -.221602    .02530   .19346
071111    2454415.500000000000     -.222172    .02278   .19356
071112    2454416.500000000000     -.222599    .01999   .19418
071113    2454417.500000000000     -.222902    .01696   .19472
071114    2454418.500000000000     -.223272    .01406   .19495
071115    2454419.500000000000     -.223740    .01111   .19549
071116    2454420.500000000000     -.224440    .00791   .19613
071117    2454421.500000000000     -.225435    .00458   .19644
071118    2454422.500000000000     -.226682    .00138   .19703
071119    2454423.500000000000     -.228282   -.00153   .19814
071120    2454424.500000000000     -.230115   -.00423   .19944
071121    2454425.500000000000     -.232097   -.00694   .20079
071122    2454426.500000000000     -.234116   -.00945   .20231
071123    2454427.500000000000     -.235985   -.01189   .20377
071124    2454428.500000000000     -.237545   -.01484   .20453
071125    2454429.500000000000     -.238762   -.01814   .20487
071126    2454430.500000000000     -.239768   -.02084   .20517
071127    2454431.500000000000     -.240689   -.02298   .20587
071128    2454432.500000000000     -.241619   -.02526   .20697
071129    2454433.500000000000     -.242708   -.02729   .20817
071130    2454434.500000000000     -.244050   -.02865   .20954
071201    2454435.500000000000     -.245569   -.02959   .21110
071202    2454436.500000000000     -.247102   -.03067   .21265
071203    2454437.500000000000     -.248735   -.03202   .21422
071204    2454438.500000000000     -.250249   -.03401   .21583
071205    2454439.500000000000     -.251598   -.03673   .21721
071206    2454440.500000000000     -.252665   -.03966   .21858
071207    2454441.500000000000     -.253500   -.04236   .21990
071208    2454442.500000000000     -.254096   -.04454   .22114
071209    2454443.500000000000     -.254435   -.04624   .22244
071210    2454444.500000000000     -.254653   -.04767   .22401
071211    2454445.500000000000     -.254811   -.04908   .22551
071212    2454446.500000000000     -.255026   -.05029   .22670
071213    2454447.500000000000     -.255398   -.05160   .22779
071214    2454448.500000000000     -.255914   -.05313   .22889
071215    2454449.500000000000     -.256650   -.05466   .23030
071216    2454450.500000000000     -.257648   -.05616   .23183
071217    2454451.500000000000     -.258866   -.05756   .23344
071218    2454452.500000000000     -.260160   -.05889   .23504
071219    2454453.500000000000     -.261469   -.06004   .23636
071220    2454454.500000000000     -.262747   -.06100   .23772
071221    2454455.500000000000     -.263850   -.06185   .23934
071222    2454456.500000000000     -.264612   -.06277   .24104
071223    2454457.500000000000     -.265177   -.06384   .24272
071224    2454458.500000000000     -.265675   -.06528   .24450
071225    2454459.500000000000     -.266178   -.06731   .24616
071226    2454460.500000000000     -.266819   -.06954   .24767
071227    2454461.500000000000     -.267624   -.07130   .24918
071228    2454462.500000000000     -.268639   -.07292   .25099
071229    2454463.500000000000     -.269699   -.07470   .25276
071230    2454464.500000000000     -.270997   -.07643   .25480
071231    2454465.500000000000     -.272236   -.07856   .25694
080101    2454466.500000000000     -.273325   -.08052   .25843
080102    2454467.500000000000     -.274309   -.08185   .26008
080103    2454468.500000000000     -.275192   -.08336   .26199
080104    2454469.500000000000     -.275954   -.08555   .26386
080105    2454470.500000000000     -.276610   -.08791   .26556
080106    2454471.500000000000     -.277204   -.09028   .26718
080107    2454472.500000000000     -.277750   -.09259   .26884
080108    2454473.500000000000     -.278263   -.09444   .27067
080109    2454474.500000000000     -.278859   -.09601   .27266
080110    2454475.500000000000     -.279581   -.09764   .27496
080111    2454476.500000000000     -.280462   -.09954   .27753
080112    2454477.500000000000     -.281551   -.10159   .28015
080113    2454478.500000000000     -.282828   -.10338   .28285
080114    2454479.500000000000     -.284218   -.10499   .28578
080115    2454480.500000000000     -.285596   -.10691   .28870
080116    2454481.500000000000     -.286911   -.10886   .29107
080117    2454482.500000000000     -.288015   -.11044   .29300
080118    2454483.500000000000     -.288804   -.11214   .29501
080119    2454484.500000000000     -.289345   -.11398   .29712
080120    2454485.500000000000     -.289795   -.11509   .29920
080121    2454486.500000000000     -.290224   -.11509   .30166
080122    2454487.500000000000     -.290838   -.11506   .30450
080123    2454488.500000000000     -.291654   -.11536   .30682
080124    2454489.500000000000     -.292742   -.11585   .30906
080125    2454490.500000000000     -.294090   -.11663   .31159
080126    2454491.500000000000     -.295585   -.11746   .31393
080127    2454492.500000000000     -.297130   -.11783   .31652
080128    2454493.500000000000     -.298584   -.11798   .31938
080129    2454494.500000000000     -.299955   -.11847   .32187
080130    2454495.500000000000     -.301148   -.11916   .32413
080131    2454496.500000000000     -.302023   -.11964   .32649
080201    2454497.500000000000     -.302757   -.11968   .32919
080202    2454498.500000000000     -.303377   -.11954   .33240
080203    2454499.500000000000     -.303970   -.11985   .33565
080204    2454500.500000000000     -.304523   -.12053   .33841
080205    2454501.500000000000     -.305208   -.12085   .34117
080206    2454502.500000000000     -.306059   -.12129   .34407
080207    2454503.500000000000     -.307170   -.12206   .34693
080208    2454504.500000000000     -.308473   -.12286   .34949
080209    2454505.500000000000     -.309973   -.12351   .35201
080210    2454506.500000000000     -.311570   -.12399   .35488
080211    2454507.500000000000     -.313204   -.12473   .35773
080212    2454508.500000000000     -.314829   -.12566   .35998
080213    2454509.500000000000     -.316161   -.12612   .36195
080214    2454510.500000000000     -.317295   -.12577   .36444
080215    2454511.500000000000     -.318235   -.12529   .36722
080216    2454512.500000000000     -.318916   -.12528   .36949
080217    2454513.500000000000     -.319466   -.12572   .37146
080218    2454514.500000000000     -.320070   -.12646   .37395
080219    2454515.500000000000     -.320871   -.12692   .37681
080220    2454516.500000000000     -.321928   -.12719   .37960
080221    2454517.500000000000     -.323162   -.12736   .38218
080222    2454518.500000000000     -.324501   -.12740   .38494
080223    2454519.500000000000     -.325841   -.12745   .38788
080224    2454520.500000000000     -.327104   -.12722   .39092
080225    2454521.500000000000     -.328289   -.12685   .39388
080226    2454522.500000000000     -.329283   -.12636   .39646
080227    2454523.500000000000     -.330064   -.12542   .39900
080228    2454524.500000000000     -.330617   -.12417   .40166
080229    2454525.500000000000     -.330973   -.12284   .40409
080301    2454526.500000000000     -.331205   -.12134   .40678
080302    2454527.500000000000     -.331410   -.12012   .40981
080303    2454528.500000000000     -.331794   -.11909   .41274
080304    2454529.500000000000     -.332241   -.11813   .41593
080305    2454530.500000000000     -.332980   -.11701   .41898
080306    2454531.500000000000     -.333992   -.11570   .42180
080307    2454532.500000000000     -.335261   -.11475   .42436
080308    2454533.500000000000     -.336779   -.11341   .42672
080309    2454534.500000000000     -.338332   -.11192   .42939
080310    2454535.500000000000     -.339821   -.11068   .43180
080311    2454536.500000000000     -.341048   -.10934   .43448
080312    2454537.500000000000     -.342079   -.10800   .43758
080313    2454538.500000000000     -.342831   -.10654   .44044
080314    2454539.500000000000     -.343341   -.10486   .44327
080315    2454540.500000000000     -.343759   -.10300   .44605
080316    2454541.500000000000     -.344279   -.10092   .44895
080317    2454542.500000000000     -.344923   -.09857   .45210
080318    2454543.500000000000     -.345807   -.09631   .45512
080319    2454544.500000000000     -.346982   -.09409   .45795
080320    2454545.500000000000     -.348309   -.09154   .46091
080321    2454546.500000000000     -.349700   -.08888   .46389
080322    2454547.500000000000     -.351237   -.08615   .46702
080323    2454548.500000000000     -.352664   -.08334   .47023
080324    2454549.500000000000     -.354055   -.08073   .47314
080325    2454550.500000000000     -.355296   -.07846   .47586
080326    2454551.500000000000     -.356346   -.07625   .47839
080327    2454552.500000000000     -.357225   -.07408   .48069
080328    2454553.500000000000     -.357961   -.07221   .48290
080329    2454554.500000000000     -.358596   -.07063   .48499
080330    2454555.500000000000     -.359250   -.06873   .48671
080331    2454556.500000000000     -.360037   -.06655   .48821
080401    2454557.500000000000     -.361002   -.06447   .48985
080402    2454558.500000000000     -.362168   -.06200   .49170
080403    2454559.500000000000     -.363669   -.05898   .49360
080404    2454560.500000000000     -.365281   -.05609   .49541
080405    2454561.500000000000     -.367119   -.05361   .49708
080406    2454562.500000000000     -.369042   -.05089   .49878
080407    2454563.500000000000     -.370824   -.04791   .50049
080408    2454564.500000000000     -.372220   -.04512   .50246
080409    2454565.500000000000     -.373279   -.04294   .50478
080410    2454566.500000000000     -.374051   -.04109   .50688
080411    2454567.500000000000     -.374626   -.03890   .50869
080412    2454568.500000000000     -.375191   -.03661   .51040
080413    2454569.500000000000     -.375765   -.03419   .51190
080414    2454570.500000000000     -.376574   -.03161   .51300
080415    2454571.500000000000     -.377652   -.02905   .51385
080416    2454572.500000000000     -.378917   -.02649   .51463
080417    2454573.500000000000     -.380246   -.02365   .51570
080418    2454574.500000000000     -.381609   -.02040   .51738
080419    2454575.500000000000     -.382944   -.01695   .51942
080420    2454576.500000000000     -.384165   -.01374   .52165
080421    2454577.500000000000     -.385245   -.01096   .52385
080422    2454578.500000000000     -.386147   -.00827   .52584
080423    2454579.500000000000     -.386934   -.00576   .52751
080424    2454580.500000000000     -.387592   -.00310   .52847
080425    2454581.500000000000     -.388194   -.00005   .52918
080426    2454582.500000000000     -.388790    .00307   .52996
080427    2454583.500000000000     -.389385    .00618   .53077
080428    2454584.500000000000     -.390203    .00955   .53181
080429    2454585.500000000000     -.391216    .01290   .53322
080430    2454586.500000000000     -.392514    .01598   .53473
080501    2454587.500000000000     -.394103    .01894   .53607
080502    2454588.500000000000     -.395776    .02173   .53705
080503    2454589.500000000000     -.397616    .02442   .53775
080504    2454590.500000000000     -.399470    .02707   .53836
080505    2454591.500000000000     -.401151    .02998   .53861
080506    2454592.500000000000     -.402576    .03350   .53880
080507    2454593.500000000000     -.403656    .03688   .53934
080508    2454594.500000000000     -.404550    .03976   .53992
080509    2454595.500000000000     -.405429    .04247   .54071
080510    2454596.500000000000     -.406369    .04481   .54152
080511    2454597.500000000000     -.407453    .04730   .54188
080512    2454598.500000000000     -.408895    .05001   .54230
080513    2454599.500000000000     -.410473    .05282   .54261
080514    2454600.500000000000     -.412142    .05636   .54268
080515    2454601.500000000000     -.413802    .06024   .54269
080516    2454602.500000000000     -.415405    .06413   .54269
080517    2454603.500000000000     -.416836    .06795   .54271
080518    2454604.500000000000     -.417995    .07143   .54273
080519    2454605.500000000000     -.419042    .07458   .54277
080520    2454606.500000000000     -.419816    .07767   .54271
080521    2454607.500000000000     -.420360    .08092   .54243
080522    2454608.500000000000     -.420779    .08433   .54194
080523    2454609.500000000000     -.421041    .08819   .54157
080524    2454610.500000000000     -.421321    .09222   .54154
080525    2454611.500000000000     -.421725    .09609   .54138
080526    2454612.500000000000     -.422299    .10002   .54134
080527    2454613.500000000000     -.423054    .10378   .54157
080528    2454614.500000000000     -.424014    .10752   .54149
080529    2454615.500000000000     -.425154    .11124   .54125
080530    2454616.500000000000     -.426345    .11449   .54073
080531    2454617.500000000000     -.427578    .11731   .54014
080601    2454618.500000000000     -.428745    .11996   .53982
080602    2454619.500000000000     -.429680    .12262   .53930
080603    2454620.500000000000     -.430341    .12563   .53852
080604    2454621.500000000000     -.430771    .12904   .53746
080605    2454622.500000000000     -.431081    .13281   .53617
080606    2454623.500000000000     -.431455    .13646   .53499
080607    2454624.500000000000     -.431901    .13988   .53384
080608    2454625.500000000000     -.432575    .14325   .53282
080609    2454626.500000000000     -.433306    .14656   .53177
080610    2454627.500000000000     -.434258    .15016   .53056
080611    2454628.500000000000     -.435271    .15370   .52930
080612    2454629.500000000000     -.436192    .15708   .52773
080613    2454630.500000000000     -.436914    .16059   .52614
080614    2454631.500000000000     -.437499    .16390   .52477
080615    2454632.500000000000     -.437824    .16678   .52339
080616    2454633.500000000000     -.437990    .16956   .52199
080617    2454634.500000000000     -.438064    .17244   .52066
080618    2454635.500000000000     -.438024    .17519   .51914
080619    2454636.500000000000     -.437951    .17778   .51749
080620    2454637.500000000000     -.437908    .18043   .51591
080621    2454638.500000000000     -.437917    .18360   .51443
080622    2454639.500000000000     -.438095    .18701   .51295
080623    2454640.500000000000     -.438523    .19028   .51141
080624    2454641.500000000000     -.439198    .19340   .50996
080625    2454642.500000000000     -.440071    .19650   .50845
080626    2454643.500000000000     -.441034    .19947   .50717
080627    2454644.500000000000     -.442068    .20184   .50586
080628    2454645.500000000000     -.442983    .20421   .50407
080629    2454646.500000000000     -.443754    .20655   .50214
080630    2454647.500000000000     -.444408    .20875   .49991
080701    2454648.500000000000     -.444751    .21120   .49756
080702    2454649.500000000000     -.444954    .21360   .49538
080703    2454650.500000000000     -.445081    .21612   .49331
080704    2454651.500000000000     -.445376    .21885   .49126
080705    2454652.500000000000     -.445846    .22171   .48913
080706    2454653.500000000000     -.446467    .22467   .48730
080707    2454654.500000000000     -.447233    .22727   .48551
080708    2454655.500000000000     -.448072    .22961   .48331
080709    2454656.500000000000     -.448732    .23190   .48117
080710    2454657.500000000000     -.449316    .23416   .47924
080711    2454658.500000000000     -.449749    .23649   .47733
080712    2454659.500000000000     -.449771    .23879   .47502
080713    2454660.500000000000     -.449826    .24123   .47252
080714    2454661.500000000000     -.449507    .24337   .46998
080715    2454662.500000000000     -.449193    .24532   .46701
080716    2454663.500000000000     -.448768    .24785   .46412
080717    2454664.500000000000     -.448400    .25061   .46162
080718    2454665.500000000000     -.448174    .25293   .45918
080719    2454666.500000000000     -.448061    .25496   .45663
080720    2454667.500000000000     -.448197    .25720   .45384
080721    2454668.500000000000     -.448580    .25962   .45094
080722    2454669.500000000000     -.449231    .26222   .44768
080723    2454670.500000000000     -.449935    .26509   .44420
080724    2454671.500000000000     -.450700    .26777   .44076
080725    2454672.500000000000     -.451470    .27029   .43745
080726    2454673.500000000000     -.452100    .27282   .43485
080727    2454674.500000000000     -.452493    .27499   .43244
080728    2454675.500000000000     -.452695    .27673   .42971
080729    2454676.500000000000     -.452780    .27825   .42686
080730    2454677.500000000000     -.452720    .27945   .42411
080731    2454678.500000000000     -.452812    .28020   .42138
080801    2454679.500000000000     -.453006    .28106   .41833
080802    2454680.500000000000     -.453459    .28226   .41510
080803    2454681.500000000000     -.454034    .28367   .41164
080804    2454682.500000000000     -.454832    .28528   .40813
080805    2454683.500000000000     -.455632    .28690   .40469
080806    2454684.500000000000     -.456278    .28857   .40135
080807    2454685.500000000000     -.456774    .28998   .39844
080808    2454686.500000000000     -.457133    .29074   .39561
080809    2454687.500000000000     -.457260    .29141   .39271
080810    2454688.500000000000     -.457238    .29193   .38954
080811    2454689.500000000000     -.457175    .29238   .38605
080812    2454690.500000000000     -.456922    .29275   .38273
080813    2454691.500000000000     -.456718    .29298   .37940
080814    2454692.500000000000     -.456592    .29303   .37641
080815    2454693.500000000000     -.456623    .29294   .37346
080816    2454694.500000000000     -.456820    .29359   .37066
080817    2454695.500000000000     -.457137    .29423   .36810
080818    2454696.500000000000     -.457699    .29446   .36514
080819    2454697.500000000000     -.458461    .29480   .36191
080820    2454698.500000000000     -.459296    .29536   .35878
080821    2454699.500000000000     -.460115    .29612   .35569
080822    2454700.500000000000     -.460801    .29702   .35236
080823    2454701.500000000000     -.461259    .29805   .34912
080824    2454702.500000000000     -.461498    .29858   .34618
080825    2454703.500000000000     -.461576    .29822   .34312
080826    2454704.500000000000     -.461624    .29785   .33954
080827    2454705.500000000000     -.461780    .29807   .33593
080828    2454706.500000000000     -.462064    .29824   .33265
080829    2454707.500000000000     -.462520    .29828   .32955
080830    2454708.500000000000     -.463338    .29847   .32623
080831    2454709.500000000000     -.464274    .29863   .32243
080901    2454710.500000000000     -.465333    .29868   .31859
080902    2454711.500000000000     -.466359    .29891   .31472
080903    2454712.500000000000     -.467262    .29921   .31091
080904    2454713.500000000000     -.467970    .29909   .30729
080905    2454714.500000000000     -.468473    .29867   .30358
080906    2454715.500000000000     -.468774    .29827   .29997
080907    2454716.500000000000     -.468969    .29789   .29648
080908    2454717.500000000000     -.469069    .29755   .29309
080909    2454718.500000000000     -.469208    .29728   .28985
080910    2454719.500000000000     -.469479    .29689   .28673
080911    2454720.500000000000     -.469859    .29646   .28380
080912    2454721.500000000000     -.470480    .29582   .28085
080913    2454722.500000000000     -.471407    .29448   .27778
080914    2454723.500000000000     -.472634    .29281   .27462
080915    2454724.500000000000     -.474101    .29147   .27134
080916    2454725.500000000000     -.475703    .29046   .26821
080917    2454726.500000000000     -.477355    .28940   .26511
080918    2454727.500000000000     -.478812    .28786   .26175
080919    2454728.500000000000     -.480010    .28599   .25823
080920    2454729.500000000000     -.480996    .28417   .25469
080921    2454730.500000000000     -.481684    .28222   .25128
080922    2454731.500000000000     -.482263    .28018   .24789
080923    2454732.500000000000     -.482856    .27832   .24436
080924    2454733.500000000000     -.483546    .27654   .24096
080925    2454734.500000000000     -.484289    .27474   .23769
080926    2454735.500000000000     -.485363    .27302   .23446
080927    2454736.500000000000     -.486620    .27131   .23110
080928    2454737.500000000000     -.487969    .26980   .22798
080929    2454738.500000000000     -.489415    .26829   .22543
080930    2454739.500000000000     -.490779    .26647   .22289
081001    2454740.500000000000     -.492002    .26457   .22035
081002    2454741.500000000000     -.492999    .26247   .21773
081003    2454742.500000000000     -.493744    .25982   .21504
081004    2454743.500000000000     -.494298    .25684   .21236
081005    2454744.500000000000     -.494668    .25432   .20980
081006    2454745.500000000000     -.495046    .25210   .20763
081007    2454746.500000000000     -.495357    .24968   .20563
081008    2454747.500000000000     -.495844    .24717   .20351
081009    2454748.500000000000     -.496526    .24481   .20086
081010    2454749.500000000000     -.497417    .24235   .19789
081011    2454750.500000000000     -.498547    .23964   .19475
081012    2454751.500000000000     -.499913    .23708   .19176
081013    2454752.500000000000     -.501445    .23478   .18918
081014    2454753.500000000000     -.503026    .23251   .18686
081015    2454754.500000000000     -.504532    .22976   .18475
081016    2454755.500000000000     -.505922    .22703   .18253
081017    2454756.500000000000     -.507136    .22441   .18035
081018    2454757.500000000000     -.508163    .22161   .17789
081019    2454758.500000000000     -.509064    .21890   .17524
081020    2454759.500000000000     -.510034    .21621   .17284
081021    2454760.500000000000     -.511115    .21366   .17062
081022    2454761.500000000000     -.512339    .21128   .16874
081023    2454762.500000000000     -.513750    .20841   .16691
081024    2454763.500000000000     -.515328    .20498   .16494
081025    2454764.500000000000     -.516976    .20121   .16256
081026    2454765.500000000000     -.518610    .19776   .15996
081027    2454766.500000000000     -.520204    .19524   .15794
081028    2454767.500000000000     -.521696    .19329   .15675
081029    2454768.500000000000     -.523007    .19116   .15587
081030    2454769.500000000000     -.524087    .18844   .15443
081031    2454770.500000000000     -.524968    .18565   .15298
081101    2454771.500000000000     -.525697    .18259   .15153
081102    2454772.500000000000     -.526323    .17941   .14971
081103    2454773.500000000000     -.526939    .17648   .14852
081104    2454774.500000000000     -.527594    .17327   .14779
081105    2454775.500000000000     -.528309    .16976   .14677
081106    2454776.500000000000     -.529157    .16650   .14566
081107    2454777.500000000000     -.530193    .16378   .14479
081108    2454778.500000000000     -.531430    .16089   .14392
081109    2454779.500000000000     -.532888    .15770   .14305
081110    2454780.500000000000     -.534515    .15405   .14229
081111    2454781.500000000000     -.536181    .15027   .14119
081112    2454782.500000000000     -.537793    .14671   .14033
081113    2454783.500000000000     -.539203    .14257   .13941
081114    2454784.500000000000     -.540313    .13829   .13802
081115    2454785.500000000000     -.541174    .13449   .13690
081116    2454786.500000000000     -.541930    .13089   .13620
081117    2454787.500000000000     -.542777    .12695   .13581
081118    2454788.500000000000     -.543872    .12326   .13548
081119    2454789.500000000000     -.545278    .12056   .13516
081120    2454790.500000000000     -.546943    .11851   .13522
081121    2454791.500000000000     -.548767    .11696   .13555
081122    2454792.500000000000     -.550641    .11539   .13606
081123    2454793.500000000000     -.552471    .11333   .13632
081124    2454794.500000000000     -.554173    .11090   .13669
081125    2454795.500000000000     -.555703    .10787   .13738
081126    2454796.500000000000     -.557076    .10440   .13723
081127    2454797.500000000000     -.558317    .10122   .13661
081128    2454798.500000000000     -.559388    .09831   .13628
081129    2454799.500000000000     -.560327    .09512   .13597
081130    2454800.500000000000     -.561193    .09165   .13566
081201    2454801.500000000000     -.562085    .08821   .13540
081202    2454802.500000000000     -.563062    .08464   .13527
081203    2454803.500000000000     -.564125    .08051   .13519
081204    2454804.500000000000     -.565297    .07597   .13513
081205    2454805.500000000000     -.566652    .07178   .13529
081206    2454806.500000000000     -.568190    .06810   .13540
081207    2454807.500000000000     -.569830    .06462   .13522
081208    2454808.500000000000     -.571519    .06148   .13466
081209    2454809.500000000000     -.573120    .05907   .13435
081210    2454810.500000000000     -.574492    .05667   .13492
081211    2454811.500000000000     -.575616    .05364   .13507
081212    2454812.500000000000     -.576487    .05045   .13462
081213    2454813.500000000000     -.577154    .04724   .13451
081214    2454814.500000000000     -.577854    .04474   .13439
081215    2454815.500000000000     -.578772    .04279   .13456
081216    2454816.500000000000     -.579921    .04011   .13496
081217    2454817.500000000000     -.581253    .03685   .13513
081218    2454818.500000000000     -.582686    .03367   .13553
081219    2454819.500000000000     -.584131    .03051   .13609
081220    2454820.500000000000     -.585510    .02749   .13662
081221    2454821.500000000000     -.586729    .02444   .13742
081222    2454822.500000000000     -.587745    .02119   .13821
081223    2454823.500000000000     -.588580    .01789   .13874
081224    2454824.500000000000     -.589212    .01450   .13908
081225    2454825.500000000000     -.589610    .01081   .13953
081226    2454826.500000000000     -.589852    .00669   .13997
081227    2454827.500000000000     -.590054    .00280   .14053
081228    2454828.500000000000     -.590314   -.00104   .14178
081229    2454829.500000000000     -.590663   -.00531   .14315
081230    2454830.500000000000     -.591148   -.00963   .14419
081231    2454831.500000000000     -.591866   -.01346   .14511
090101    2454832.500000000000      .407158   -.01702   .14624
090102    2454833.500000000000      .405974   -.02043   .14756
090103    2454834.500000000000      .404673   -.02327   .14907
090104    2454835.500000000000      .403348   -.02573   .15075
090105    2454836.500000000000      .402075   -.02904   .15276
090106    2454837.500000000000      .400917   -.03338   .15456
090107    2454838.500000000000      .399929   -.03754   .15626
090108    2454839.500000000000      .399208   -.04170   .15808
090109    2454840.500000000000      .398677   -.04590   .15969
090110    2454841.500000000000      .398124   -.04957   .16123
090111    2454842.500000000000      .397470   -.05309   .16277
090112    2454843.500000000000      .396516   -.05650   .16444
090113    2454844.500000000000      .395287   -.05960   .16614
090114    2454845.500000000000      .393831   -.06242   .16771
090115    2454846.500000000000      .392316   -.06534   .16933
090116    2454847.500000000000      .390887   -.06818   .17038
090117    2454848.500000000000      .389617   -.07073   .17143
090118    2454849.500000000000      .388558   -.07324   .17313
090119    2454850.500000000000      .387777   -.07572   .17496
090120    2454851.500000000000      .387277   -.07829   .17709
090121    2454852.500000000000      .386982   -.08116   .17958
090122    2454853.500000000000      .386818   -.08435   .18193
090123    2454854.500000000000      .386778   -.08757   .18426
090124    2454855.500000000000      .386750   -.09011   .18674
090125    2454856.500000000000      .386625   -.09157   .18939
090126    2454857.500000000000      .386337   -.09320   .19225
090127    2454858.500000000000      .385868   -.09449   .19484
090128    2454859.500000000000      .385193   -.09593   .19750
090129    2454860.500000000000      .384368   -.09811   .20007
090130    2454861.500000000000      .383414   -.10027   .20261
090131    2454862.500000000000      .382444   -.10283   .20537
090201    2454863.500000000000      .381544   -.10546   .20804
090202    2454864.500000000000      .380714   -.10749   .21066
090203    2454865.500000000000      .380043   -.10840   .21358
090204    2454866.500000000000      .379507   -.10902   .21701
